Status,Sharpe,Fitness,Returns(%),Drawdown(%),Margin(bps),Turnover(%),Universe,Delay,Decay,Neutralization,FailedChecks,Code,,
FAILED,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear((rank(ts_delta(high, 3)) * rank(returns)), 3))"
FAILED,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear((-1 * correlation(rank(delta(log(high), 3)), rank((cap - open) / open), 5)), 2))"
SUCCESS,0.9067,0.8026,-6.1610,-13.3199,4.4645,28.8159,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear((-1 * correlation(rank(delta(log(cap), 5)), rank((high - open) / open), 5)), 3))"
SUCCESS,0.6826,1.2519,24.9329,-22.9611,25.1379,39.8949,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear((-1 * correlation(rank(delta(log(high), 3)), rank((low - open) / open), 3)), 2))"
SUCCESS,0.6363,1.2553,21.7004,-23.5791,15.6467,50.6445,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear((-1 * ts_rank(rank(open), 5)), 3))"
SUCCESS,0.5300,0.1400,3.2900,8.3100,1.3200,50.0200,TOP3000,1,5,NONE,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(rank(ts_delta(pcr_vol_10, 20)) * rank(implied_volatility_mean_skew_10), bucket(rank(parkinson_volatility_10), range=""0, 1, 0.1"")), 5))"
SUCCESS,0.5408,1.3116,4.7073,-11.7012,22.5782,63.9603,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * ts_rank(rank(vwap), 3)), market), 5))"
SUCCESS,1.1781,1.7984,28.8632,-20.5533,5.8611,23.3108,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(vwap, 2)) * rank(vwap)), market), 5))"
FAILED,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(delta(log(adv20), 3)), rank((open - open) / (open + 1e-5)), 10)), market), 2))"
FAILED,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(volume, 2)) * rank(returns)), market), 5))"
SUCCESS,0.5631,0.9079,34.9756,-5.5230,1.0250,14.1932,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(delta(log(volume), 10)), rank((high - open) / (open + 1e-5)), 3)), market), 5))"
SUCCESS,0.4300,0.1000,2.3900,17.4700,1.0700,44.6000,TOP3000,1,3,NONE,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"normalize(ts_decay_linear(group_neutralize(rank(ts_rank(volume, 10)), bucket(rank(parkinson_volatility_10), range=""0, 1, 0.1"")), 5))"
ERROR,,,,,,,TOP3000,1,3,NONE,,"normalize(ts_decay_linear(group_neutralize(rank(ts_corr(pcr_vol_10, nws18_qep_fast_d1, 20)), bucket(rank(adv20), range=""0, 1, 0.1"")), 2))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(open, 2)) * rank(open)), market), 5))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(delta(log(adv20), 3)), rank((vwap - open) / (open + 1e-5)), 3)), market), 2))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(delta(log(volume), 2)), rank((close - open) / (open + 1e-5)), 5)), market), 3))"
SUCCESS,1.5300,0.7000,13.9000,8.2300,4.2300,65.7400,TOP3000,1,3,INDUSTRY,LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize((-1 * ts_rank(rank(cap), 2)), market), 3))"
ERROR,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(high, 2)) * rank(volume)), market), 5))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(delta(log(adv20), 10)), rank((vwap - open) / (open + 1e-5)), 5)), market), 5))"
SUCCESS,1.4900,0.8500,15.5300,7.2100,6.4800,47.9300,TOP3000,1,5,INDUSTRY,LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize((-1 * ts_rank(rank(close), 3)), market), 3))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(open, 3)) * rank(adv20)), market), 5))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(close, 2)) * rank(high)), market), 3))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(close, 10)) * rank(high)), market), 5))"
SUCCESS,1.1400,0.6800,12.1200,9.3500,7.0900,34.2000,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize((-1 * ts_rank(rank(cap), 10)), market), 3))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(low, 10)) * rank(adv20)), market), 5))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(delta(log(adv20), 3)), rank((close - open) / (open + 1e-5)), 3)), market), 3))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(open, 3)) * rank(cap)), market), 2))"
ERROR,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(delta(log(volume), 3)), rank((close - open) / (open + 1e-5)), 10)), market), 3))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(delta(log(adv20), 10)), rank((open - open) / (open + 1e-5)), 2)), market), 5))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(volume, 5)) * rank(low)), market), 3))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(delta(log(adv20), 10)), rank((open - open) / (open + 1e-5)), 5)), market), 5))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(delta(log(volume), 3)), rank((high - open) / (open + 1e-5)), 2)), market), 5))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(delta(volume, 10)) * rank(volume)), market), 2))"
SUCCESS,1.1061,1.7492,-8.0990,-27.4022,30.0001,27.9819,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(volume, 10)) * rank(returns)), market), 2))"
SUCCESS,1.7697,1.4013,18.5828,-12.6824,22.3822,11.3231,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(low, 10)) * rank(cap)), market), 5))"
FAILED,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(low, 10)) * rank(cap)), market), 3))"
FAILED,0.6827,1.5106,27.2371,-3.3078,7.7302,34.9001,TOP3000,1,5,INDUSTRY,SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(open, 10)) * rank(low)), market), 5))"
SUCCESS,1.3643,0.5991,15.6587,-6.7619,13.2461,25.0989,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(ts_delta(log(volume), 10)), rank((high - open) / (open + 1e-5)), 3)), market), 5))"
SUCCESS,-0.2300,-0.1100,-2.9800,57.9100,-4.3400,13.7400,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(high, 10)) * rank(open)), market), 5))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(ts_delta(log(volume), 10)), rank((high - open) / (open + 1e-5)), 2)), market), 3))"
SUCCESS,-1.4400,-0.9200,-15.8000,82.1200,-8.2200,38.4400,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(close, 2)) * rank(returns)), market), 5))"
SUCCESS,-0.4300,-0.2100,-6.1100,69.4800,-4.9100,24.8700,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(vwap, 2)) * rank(high)), market), 5))"
SUCCESS,-0.5200,-0.2600,-6.7800,62.4900,-4.9400,27.4500,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(high, 5)) * rank(low)), market), 3))"
SUCCESS,-0.6900,-0.3000,-5.2200,31.2100,-3.8700,27.0100,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(low, 2)) * rank(volume)), market), 5))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize((-1 * correlation(rank(ts_delta(log(volume), 5)), rank((close - open) / (open + 1e-5)), 2)), market), 3))"
SUCCESS,1.6300,0.7100,14.4800,6.5100,3.7800,76.7000,TOP3000,1,3,INDUSTRY,LOW_FITNESS;HIGH_TURNOVER,"normalize(ts_decay_linear(group_neutralize((-1 * ts_rank(rank(close), 2)), market), 2))"
SUCCESS,0.2300,0.0900,2.4800,40.9300,3.2800,15.1600,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(adv20, 5)) * rank(vwap)), market), 3))"
FAILED,-0.2900,-0.1300,-3.8700,55.4000,-4.0000,19.3200,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize((rank(ts_delta(low, 3)) * rank(cap)), market), 5))"
SUCCESS,1.2600,0.7100,13.2900,8.1300,6.3700,41.7100,TOP3000,1,2,INDUSTRY,LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize((-1 * ts_rank(rank(vwap), 10)), market), 2))"
SUCCESS,1.9705,1.3093,-5.4366,-29.9389,4.8182,24.4929,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(adv20), 10)) * rank(adv20)) * rank(adv20)), market)), 5))"
SUCCESS,1.4487,0.9554,-8.9983,-23.5235,31.5139,60.6903,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(volume), rank(close), 2)) * rank(adv20)), market)), 2))"
SUCCESS,2.0540,0.6847,0.3307,-23.0166,17.1099,19.0107,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(vwap, 3)) * rank(volume)) * rank(adv20)), market)), 2))"
FAILED,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(close), 10)) * rank(adv20)) * rank(adv20)), market)), 5))"
SUCCESS,0.9031,0.7593,25.9514,-1.1797,25.4656,6.2911,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(returns), 10)) * rank(adv20)) * rank(adv20)), market)), 2))"
SUCCESS,-0.4000,-0.1700,-3.2200,33.4700,-3.5200,18.2900,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(high), 3)) * rank(volume)) * rank(adv20)), market)), 5))"
FAILED,-0.0600,-0.0100,-0.4200,23.4000,-0.7600,11.2200,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(open, 10)) * rank(adv20)) * rank(adv20)), market)), 5))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(open), rank(low), 2)) * rank(adv20)), market)), 3))"
FAILED,0.3800,0.1700,2.8500,19.4600,4.2300,13.4800,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;SELF_CORRELATION,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(adv20), 3)) * rank(adv20)) * rank(adv20)), market)), 5))"
SUCCESS,-0.4600,-0.1700,-3.7400,33.4400,-2.6700,27.9900,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(high), 2)) * rank(adv20)) * rank(adv20)), market)), 3))"
SUCCESS,-0.2600,-0.1000,-1.9500,24.7100,-2.8100,13.8700,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(vwap, 10)) * rank(adv20)) * rank(adv20)), market)), 3))"
FAILED,-0.0600,-0.0100,-0.4700,22.6700,-0.8400,11.1600,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(high, 10)) * rank(adv20)) * rank(adv20)), market)), 5))"
FAILED,-0.0600,-0.0100,-0.4200,23.4000,-0.7600,11.2200,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(open, 10)) * rank(adv20)) * rank(adv20)), market)), 5))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(vwap), rank(volume), 2)) * rank(adv20)), market)), 3))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(open), rank(adv20), 2)) * rank(adv20)), market)), 3))"
SUCCESS,-0.3800,-0.1600,-3.1800,36.7200,-3.5300,18.0300,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(low), 3)) * rank(volume)) * rank(adv20)), market)), 3))"
SUCCESS,-0.4400,-0.1700,-3.3700,28.4100,-2.8500,23.6600,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(low, 2)) * rank(volume)) * rank(adv20)), market)), 3))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(adv20), rank(cap), 10)) * rank(adv20)), market)), 2))"
SUCCESS,-0.2200,-0.0700,-1.6900,22.6900,-1.9600,17.2700,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(open, 5)) * rank(volume)) * rank(adv20)), market)), 5))"
ERROR,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(beta_last_30_days_spy), rank(cap), 5)) * rank(adv20)), market)), 5))"
ERROR,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(parkinson_volatility_10), rank(beta_last_30_days_spy), 3)) * rank(adv20)), market)), 5))"
FAILED,-0.0100,-0.0000,-0.0900,21.6700,-0.1800,10.2200,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(high, 10)) * rank(adv20)) * rank(adv20)), market)), 5))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(vwap), rank(low), 5)) * rank(adv20)), market)), 5))"
SUCCESS,-0.0900,-0.0200,-0.6900,23.3600,-0.9700,14.2000,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(open, 3)) * rank(volume)) * rank(adv20)), market)), 5))"
SUCCESS,-0.3700,-0.1400,-2.8300,25.8500,-2.9500,19.1400,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(close, 5)) * rank(volume)) * rank(adv20)), market)), 3))"
SUCCESS,-0.1400,-0.0400,-1.0500,21.2700,-1.3900,15.0900,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(high, 10)) * rank(volume)) * rank(adv20)), market)), 2))"
SUCCESS,0.4100,0.1600,3.2100,16.6200,3.1400,20.4100,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(parkinson_volatility_10), 3)) * rank(adv20)) * rank(adv20)), market)), 5))"
SUCCESS,-0.1500,-0.0400,-1.2200,32.5300,-1.6200,15.0200,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(returns), 10)) * rank(adv20)) * rank(adv20)), market)), 3))"
FAILED,-0.3400,-0.1400,-2.5200,28.1200,-3.1900,15.7800,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(vwap, 5)) * rank(adv20)) * rank(adv20)), market)), 5))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(vwap), rank(cap), 2)) * rank(adv20)), market)), 5))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(adv20), rank(open), 3)) * rank(adv20)), market)), 3))"
SUCCESS,0.0100,0.0000,0.0900,20.6900,0.1600,11.6700,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(open, 10)) * rank(volume)) * rank(adv20)), market)), 3))"
SUCCESS,-0.3300,-0.1200,-2.4900,26.1600,-2.5400,19.6100,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(high, 3)) * rank(volume)) * rank(adv20)), market)), 2))"
SUCCESS,-0.4400,-0.2000,-3.5000,36.8000,-4.0900,17.1300,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(vwap), 2)) * rank(adv20)) * rank(adv20)), market)), 3))"
SUCCESS,-0.3600,-0.1200,-2.7700,26.4100,-2.3700,23.4000,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(high, 3)) * rank(volume)) * rank(adv20)), market)), 3))"
SUCCESS,-0.4500,-0.1900,-3.3900,30.5900,-3.5700,18.9900,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(close, 2)) * rank(adv20)) * rank(adv20)), market)), 5))"
ERROR,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(close), rank(high), 10)) * rank(adv20)), market)), 3))"
ERROR,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(close), rank(open), 10)) * rank(adv20)), market)), 5))"
SUCCESS,0.5400,0.2300,4.3100,11.8400,3.6900,23.3200,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(volume), 10)) * rank(volume)) * rank(adv20)), market)), 2))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(beta_last_30_days_spy), rank(parkinson_volatility_10), 2)) * rank(adv20)), market)), 2))"
ERROR,,,,,,,TOP3000,1,5,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(open), rank(close), 2)) * rank(adv20)), market)), 2))"
SUCCESS,-0.4200,-0.1500,-3.2300,27.9400,-2.4600,26.2700,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(open, 3)) * rank(volume)) * rank(adv20)), market)), 2))"
SUCCESS,0.4300,0.1600,3.3100,15.1100,2.7000,24.5000,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(parkinson_volatility_10), 3)) * rank(adv20)) * rank(adv20)), market)), 3))"
SUCCESS,-0.5400,-0.1900,-4.2300,27.8300,-2.4600,34.4400,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(low, 2)) * rank(volume)) * rank(adv20)), market)), 2))"
SUCCESS,0.0600,0.0100,0.5000,26.5400,0.8700,11.4500,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(cap), 10)) * rank(volume)) * rank(adv20)), market)), 5))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(returns), rank(adv20), 10)) * rank(adv20)), market)), 3))"
SUCCESS,0.1100,0.0200,0.9300,21.2500,0.4700,39.8400,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(returns), 3)) * rank(volume)) * rank(adv20)), market)), 2))"
ERROR,,,,,,,TOP3000,1,3,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(close), rank(open), 10)) * rank(adv20)), market)), 3))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(close), rank(low), 2)) * rank(adv20)), market)), 2))"
SUCCESS,0.4500,0.1800,3.4600,14.4400,3.3600,20.5900,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(parkinson_volatility_10), 5)) * rank(volume)) * rank(adv20)), market)), 3))"
SUCCESS,-0.1500,-0.0400,-1.1600,21.9500,-1.4300,16.1100,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(open, 5)) * rank(volume)) * rank(adv20)), market)), 5))"
ERROR,,,,,,,TOP3000,1,2,INDUSTRY,,"normalize(ts_decay_linear(zscore(group_neutralize(((-1 * correlation(rank(low), rank(adv20), 3)) * rank(adv20)), market)), 2))"
FAILED,0.5900,0.3400,4.1900,16.9800,9.1300,9.1700,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;SELF_CORRELATION,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(adv20), 10)) * rank(volume)) * rank(adv20)), market)), 5))"
SUCCESS,-0.0600,-0.0100,-0.5100,28.6000,-0.7500,13.7000,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(returns), 5)) * rank(volume)) * rank(adv20)), market)), 5))"
SUCCESS,0.0000,0.0000,0.0400,27.2700,0.0600,12.7000,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(close), 10)) * rank(volume)) * rank(adv20)), market)), 5))"
SUCCESS,0.2200,0.0400,1.8900,19.7400,0.8200,45.7900,TOP3000,1,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(returns), 2)) * rank(volume)) * rank(adv20)), market)), 2))"
SUCCESS,-0.1100,-0.0300,-0.8500,22.2800,-1.3900,12.2900,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(low, 10)) * rank(volume)) * rank(adv20)), market)), 2))"
SUCCESS,0.5500,0.2300,4.3400,15.1100,3.5300,24.5800,TOP3000,1,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(rank(volume), 2)) * rank(volume)) * rank(adv20)), market)), 3))"
SUCCESS,-0.2600,-0.0900,-1.9900,24.5900,-2.4600,16.1500,TOP3000,1,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(zscore(group_neutralize(((rank(ts_delta(close, 5)) * rank(volume)) * rank(adv20)), market)), 3))"
